epoch,train_loss,train_acc,float_eval_acc,float_trainmode_acc,discrete_acc,BATCH_SIZE,GATE_OPTIMIZER,NETWORK_LR,GUMBEL_TAU,GROUP_SUM_TAU,NETWORK_LAYERS,GATES,EPOCHS,CONNECTIONS,NOISE_TEMP
41,1.3868598120880127,0.52722,0.4596,0.4606,0.4596,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
42,1.3892954754638671,0.52982,0.4602,0.4564,0.4602,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
43,1.3899459076309204,0.52804,0.4583,0.4632,0.4583,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
44,1.3879221884918214,0.52878,0.4588,0.4622,0.4588,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
45,1.3843527181243898,0.53006,0.4595,0.4621,0.4595,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
46,1.3847726969146728,0.5295,0.4603,0.4619,0.4603,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
47,1.3936055838012695,0.52982,0.4561,0.4599,0.4561,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
48,1.3825339458847046,0.52954,0.459,0.4607,0.459,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
49,1.3807684940719605,0.53052,0.4586,0.4608,0.4586,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
50,1.382612236328125,0.53158,0.4589,0.4588,0.4589,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
51,1.3861094248580932,0.53164,0.4595,0.4636,0.4595,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
52,1.383355690383911,0.5297,0.4628,0.4579,0.4628,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
53,1.3853875903320312,0.52956,0.4597,0.4569,0.4597,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
54,1.3826867614364624,0.52844,0.4616,0.4608,0.4616,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
55,1.3783114962005616,0.53016,0.4592,0.4618,0.4592,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
56,1.3872638136672975,0.53016,0.4587,0.4607,0.4587,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
57,1.3818230697631837,0.53146,0.4598,0.4613,0.4598,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
58,1.3824548149871827,0.5313,0.4609,0.4636,0.4609,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
59,1.3768578246307372,0.53182,0.4608,0.4632,0.4608,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
60,1.3813903467559814,0.5309,0.46,0.4597,0.46,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
61,1.379354361000061,0.5314,0.4599,0.4624,0.4599,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
62,1.3811310028076171,0.5313,0.4605,0.4585,0.4605,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
63,1.3765932738876343,0.53096,0.4602,0.4616,0.4602,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
64,1.375403910713196,0.53124,0.4593,0.4625,0.4593,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
65,1.377318338394165,0.53212,0.4613,0.4631,0.4613,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
66,1.3780714025115968,0.532,0.4606,0.4617,0.4606,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
67,1.3908141642761231,0.53252,0.4603,0.4634,0.4603,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
68,1.3771673711776733,0.5325,0.4621,0.4601,0.4621,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
69,1.37287191822052,0.53048,0.4624,0.4593,0.4624,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
70,1.376874357032776,0.5317,0.4637,0.4652,0.4637,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
71,1.3753595734405517,0.53268,0.4613,0.4636,0.4613,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
72,1.3792772304534913,0.53362,0.4616,0.4605,0.4616,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
73,1.378506967086792,0.5336,0.4642,0.4623,0.4642,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
74,1.3719281715011598,0.53406,0.4634,0.4657,0.4634,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
75,1.3739048565292358,0.5335,0.4636,0.46,0.4636,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
1,1.4004522951507568,0.5279,0.4631,0.461,0.4631,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
2,1.4270071150970458,0.5259,0.4612,0.4621,0.4612,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
3,1.4078773777008056,0.52658,0.4631,0.4603,0.4631,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
4,1.3999344132232665,0.52728,0.4618,0.4581,0.4618,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
5,1.4049504621887208,0.52656,0.463,0.4633,0.463,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
6,1.40076635307312,0.5276,0.4612,0.4556,0.4612,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
7,1.3925569646453857,0.52736,0.4621,0.4597,0.4621,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
8,1.4082344498443604,0.52722,0.4654,0.4586,0.4654,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
9,1.4005820334625245,0.52836,0.4651,0.4607,0.4651,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
10,1.3936226331329347,0.52886,0.4638,0.4629,0.4638,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
11,1.4052968182373047,0.52798,0.4639,0.461,0.4639,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
12,1.390894771270752,0.52726,0.4631,0.4576,0.4631,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
13,1.3962363926315307,0.52904,0.4628,0.4619,0.4628,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
14,1.3886985526275635,0.52898,0.4625,0.4602,0.4625,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
15,1.3859511963653564,0.5286,0.4608,0.4616,0.4608,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
16,1.3948413863372802,0.5303,0.4633,0.4598,0.4633,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
17,1.3884013246536255,0.52978,0.463,0.4625,0.463,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
18,1.3873278078460693,0.52962,0.4605,0.4578,0.4605,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
19,1.3844726765060424,0.53008,0.4603,0.4568,0.4603,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
20,1.3842239554595948,0.52988,0.4609,0.4601,0.4609,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
21,1.3836364749145509,0.53032,0.4618,0.4619,0.4618,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
22,1.3922354651641846,0.53094,0.4619,0.4608,0.4619,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
23,1.4113165629577638,0.5302,0.4606,0.4631,0.4606,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
24,1.3791395690536499,0.53258,0.4608,0.4617,0.4608,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
25,1.3815202003860474,0.53188,0.4599,0.4603,0.4599,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
26,1.3806781645965576,0.52962,0.4627,0.4594,0.4627,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
27,1.3808534316253662,0.53356,0.4636,0.4604,0.4636,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
28,1.3811194742584227,0.53336,0.4641,0.463,0.4641,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
29,1.3799633491134644,0.53244,0.4639,0.4602,0.4639,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
30,1.3891031493377686,0.53122,0.4621,0.4599,0.4621,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
31,1.3959953503799438,0.53188,0.463,0.4623,0.463,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
32,1.378347685699463,0.5319,0.4641,0.4618,0.4641,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
33,1.374833109703064,0.53298,0.4612,0.4634,0.4612,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
34,1.3762875691986085,0.53338,0.4618,0.4617,0.4618,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
35,1.373738868484497,0.53282,0.4616,0.4593,0.4616,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
36,1.3989488946914672,0.53304,0.4635,0.4615,0.4635,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
37,1.3740452898406983,0.53488,0.4615,0.4632,0.4615,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
38,1.3757103912734985,0.53398,0.4616,0.4607,0.4616,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
39,1.3745822522735596,0.53532,0.4602,0.4604,0.4602,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
40,1.374237000656128,0.53416,0.4602,0.4629,0.4602,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
41,1.375638723335266,0.53296,0.4604,0.4617,0.4604,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
42,1.3717617224121095,0.53446,0.4607,0.4632,0.4607,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
43,1.3941787936401366,0.534,0.4608,0.4628,0.4608,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
44,1.3732903444671631,0.53404,0.4619,0.4593,0.4619,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
45,1.3689054573059083,0.53568,0.4625,0.4614,0.4625,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
46,1.3702715088653565,0.53574,0.4609,0.459,0.4609,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
47,1.3691334901428223,0.53524,0.4617,0.4588,0.4617,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
48,1.370566477355957,0.5351,0.4612,0.4611,0.4612,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
49,1.3673502570724487,0.53598,0.4586,0.4622,0.4586,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
50,1.370441974143982,0.53424,0.4599,0.4591,0.4599,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
51,1.3676946881484986,0.5363,0.4604,0.4623,0.4604,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
52,1.369354351234436,0.53574,0.4604,0.4608,0.4604,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
53,1.364200478553772,0.5355,0.4621,0.4585,0.4621,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
54,1.363798174095154,0.5364,0.4623,0.4608,0.4623,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
55,1.3632535370254517,0.537,0.4597,0.4626,0.4597,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
56,1.3684295583343506,0.53726,0.4605,0.4611,0.4605,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
57,1.3657628429031372,0.53592,0.4606,0.4589,0.4606,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
58,1.3605685303497315,0.53742,0.4596,0.4614,0.4596,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
59,1.3626271815872193,0.53498,0.4607,0.4622,0.4607,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
60,1.361422622833252,0.5375,0.4615,0.4622,0.4615,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
61,1.372705355567932,0.53572,0.4601,0.4608,0.4601,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
62,1.3602886034393311,0.53858,0.4593,0.4616,0.4593,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
63,1.3604709000396729,0.53714,0.4598,0.4618,0.4598,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
64,1.3645913341522218,0.53844,0.4606,0.4585,0.4606,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
65,1.3605922100067138,0.53798,0.4616,0.4604,0.4616,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
66,1.371910118484497,0.5374,0.4609,0.4626,0.4609,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
67,1.3596387461853028,0.53656,0.4609,0.4581,0.4609,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
68,1.3601934203338624,0.53756,0.4612,0.4609,0.4612,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
69,1.3638156950759888,0.53876,0.461,0.4616,0.461,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
70,1.357720834159851,0.53752,0.4579,0.4586,0.4579,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
71,1.361758302230835,0.53966,0.4594,0.4585,0.4594,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
72,1.3563182925796509,0.53916,0.458,0.4588,0.458,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
73,1.3629070935440064,0.539,0.4576,0.4628,0.4576,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
74,1.353895958633423,0.54032,0.4586,0.4596,0.4586,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
75,1.3555227057647705,0.53964,0.4567,0.4625,0.4567,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
76,1.355368292388916,0.54028,0.4579,0.4617,0.4579,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
77,1.3542549076461792,0.53962,0.458,0.4592,0.458,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
78,1.3610535759353637,0.54032,0.4566,0.4625,0.4566,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
79,1.358496947631836,0.54006,0.4576,0.4596,0.4576,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
80,1.3696024100112916,0.5384,0.4591,0.458,0.4591,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
81,1.3561350534820558,0.54026,0.4597,0.4615,0.4597,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
82,1.357815890045166,0.54034,0.4595,0.4613,0.4595,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
83,1.3540802278900146,0.54066,0.4591,0.4565,0.4591,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
84,1.3653110387802123,0.54074,0.459,0.4606,0.459,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
85,1.352039804763794,0.5418,0.4602,0.4613,0.4602,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
86,1.354192727355957,0.54158,0.4601,0.4623,0.4601,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
